entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Barrio 31,"CONSTRUCCION DE GALPON COMUNITARIO EN BAJO
  AUTOPISTA",Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"CONSTRUCCION DE GALPON COMUNITARIO EN BAJO
  AUTOPISTA","$ 99.471.755,95",1,retiro,VICUÑA 885,21/6/2022,31/1/2023,7,100,KIR,2022,Licitacion Publica,Licitacion Publica N° 70/SIGAF/22 ,30702232046,30,NO,EX-2022-03108094-GCABA-DGOPDU,Desconocido
Barrio 31,Construccion e Instalacion de Acueducto para Alimentacion del Barrio,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Construccion e Instalacion de Acueducto para Alimentacion del Barrio 31, Retiro, Ciudad
  Autonoma de Buenos Aires","$ 118.528.756,62",1,retiro,CALLE 12 Y RAMON CASTILLO,6/11/2018,27/10/2019,12,100,TECMA S.A.,2018,Licitacion Publica,"Licitacion Publica Nacional Nº
118/SIGAF/18",30623866528,30,NO,EX-2018-06541710-DGOPDU,Desconocido
Barrio 31,Infraestructura de Media Tension,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Infraestructura de Media
  Tension en el marco de la Integracion Social y Urbana de la Villa 31 en la Ciudad de Autonoma de Buenos Aires","$ 97.200.910,05",1,retiro,SARA BEATRIZ FERNANDEZ 38,21/2/2018,31/10/2019,20,100,SES S.A.,2017,Licitacion Publica,1412-SIGAF/2017,30647727545,20,NO,EX-2017- 21175472--DGOPDU,Desconocido
Barrio 31,Readecuacion de Galpon de reciclaje,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,Readecuacion de Galpon de reciclaje en el Barrio Padre Carlos Mugica,"$ 16.516.477,04",1,retiro,CARLOS H. PERETTE 707,25/4/2022,15/10/2022,6,100,Demoliciones Mitre,2022,Licitacion Publica,N° 10209- 0058-LPA21,30657536551,20,NO,EX-2021-39806227- -GCABAUPEUBPCM,Desconocido
Barrio 31,"EJECUCION, REHABILITACION, MANTENIMIENTO E INTERVENCION PUNTUAL EN VIVIENDAS",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"EJECUCION, REHABILITACION, MANTENIMIENTO E INTERVENCION PUNTUAL EN VIVIENDAS DEL BARRIO 31, CIUDAD AUTONOMA DE BUENOS AIRES","$ 1.296.814.632,09",1,retiro,SARA BEATRIZ FERNANDEZ 38,16/12/2022,31/12/2023,12,100%,"VILLAREX S.A, 
  DEMOLICIONES MITRE S.R.L.
  BLUE STEEL S.A.",2022,Licitacion Publica,N° 10209-0087-LPU22,"30712097996
30657536551
",70,NO,EX-2022-29164037-GCABA-UPEUBPCM,Desconocido
Barrio 31,Adecuacion de la Red de Agua Potable,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Adecuacion de la Red de Agua Potable en el Barrio Padre Carlos Mugica,"$ 273.087.050,17",1,retiro,SARA BEATRIZ FERNANDEZ 38,12/9/2022,10/11/2023,14,100%,"CIS S.R.L
  BENCEN S.A.
  DASA S.A.",2022,Licitacion Publica, N° 10209-0047-LPU22,"30710393881
  30712536809
  30711014175",30,NO,EX-2022-20491127-GCABA-UPEUBPCM ,Desconocido
Barrio 31,Renovacion de la Red de Alimentacion de Baja Tension,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Renovacion de la Red de Alimentacion de Baja Tension en el Macizo del Barrio Padre Carlos Mugica,"$ 1.748.669.921,95",1,retiro,SARA BEATRIZ FERNANDEZ 38,12/9/2022,10/11/2023,14,100%,"DASA S.A
  BENCEN S.A.
  ROWING S.A.
  CIS S.R.L",2022,Licitacion Publica,N° 465-SIGAF-2022,"30711014175
  30712536809
  30600725447
  30710393881",30,NO,EX-2022-15323560-GCABA-DGOPDU,Desconocido
Barrio 31,Puesta en valor Casa de la Cultura,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,Puesta en valor Casa de la Cultura,"$ 13.900.122,14",1,retiro,FLOR DE OTOÑO 672/676,21/9/2022,19/11/2022,2,100,Blue Steel S.A.,2022,Licitacion Publica,10209-0028-LPA22,30709422967,12,NO,E.E. N° EX-2022-24059208-GCABA-UPEUBPCM,Desconocido
Barrio 31,DESTACAMENTO POLICIAL EN BAJO AUTOPISTA,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,DESTACAMENTO POLICIAL EN BAJO AUTOPISTA B31,"$ 91.648.638,40",1,retiro,ISLAS GALAPAGOS Y SARA BEATRIZ FERNANDEZ,17/8/2022,20/5/2023,9,100,ALGIERI S.A.,2022,Licitacion Publica,10209-0042-LPU22,30699339810,15,NO,EX N° 19.215.781-GCABA-UPEUBPCM/22,Desconocido
Barrio 31,Patio gastronomico,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"PATIO GASTRONOMICO,","$ 86.153.470,00",1,retiro,CARLOS H. PERETTE Y CERRO DE LOS 7 COLORES,2/1/2023,30/4/2023,4,100,BLUE STEEL S.A.,2022,Licitacion Publica,N° 10209-0124-LPU22,30709422967,10,NO,EX-2022-37178152-GCABA-DGMV,Desconocido
Barrio 31,CONSTRUCCION POLO COMERCIAL,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Polo Comercial,"$ 110.848.553,00",1,retiro,CARLOS H. PERETTE Y MACHU PICCHU,20/2/2023,22/12/2023,10,100%,Algieri,2022,Licitacion Publica,N° 10209-0130-LPU22,30699339810,20,NO,EX-2022-38347517-GCABA-UPEUBPCM,Desconocido
Barrio 31,EJECUCION DE INFRAESTRUCTURA EN MANZANA 28 CON SUS ALREDEDORES,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,EJECUCION DE INFRAESTRUCTURA EN MANZANA 28 CON SUS ALREDEDORES,"$ 216.279.136,74",1,retiro,"CALLES MAPUCHE, CHEJOLAN Y TALAMPAYA",17/10/2022,13/10/2023,12,100,ALTOTE S.A,2022,Licitacion Publica,N° 10209-0056-LPU22,30707431896,18,NO,EX-2022-22846855-GCABA-UPEUBPCM,Desconocido
Barrio 31,Apertura de calle y ejecucion de Infraestructura Manzana 30,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Apertura de calle y ejecucion de Infraestructura Manzana 30,"$ 198.331.412,22",1,retiro,TALAMPAYA Y HUEMUL,1/11/2022,30/12/2023,12,100%,Demoliciones Mitre SRL,2022,Licitacion Publica,N° 10209-0041-LPA22,30657536551,10,NO,EX2022-32823996-GCABA-UPEUBPCM,Desconocido
Barrio 31,"READECUACION DE TERRENO, DEMOLICION, CONSTRUCCION Y MEJORAMIENTO DE VIVIENDAS - SECTOR COMUNICACIONES",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"READECUACION DE TERRENO,DEMOLICION,
  CONSTRUCCION Y MEJORAMIENTO DE VIVIENDAS - SECTOR COMUNICACIONES","$ 141.180.206,82",1,retiro,TALAMPAYA Y HUEMUL,15/12/2022,16/12/2023,12,100%,Demoliciones Mitre SRL,2022,Licitacion Publica,"N° 10209-0036-LPA22,",30657536551,15,NO,EX-2022-31849451-GCABA-UPEUBPCM,Desconocido
Barrio 31,Generacion de Aperturas de Calles y Nueva Calle N°14,Finalizada,Hidraulica E Infraestructura/ Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Aperturas de Calles y Nueva Calle N°14 - Barrio 31 - Carlos Mugica,"$ 148.537.096,51",1,retiro,ACCESO DESDE EL BARRIO SALDIAS Y CALLE SALGUERO,2/1/2020,30/4/2023,12,100,UTE Bosquimano - Altote,2022,Licitacion Publica,504-SIGAF-2019,30716685361,30,NO,EX2022-47503946-GCABA-DGDIM,Desconocido
Carceles,CONTRATACION DEL SERVICIO DE DESAMIANTADO Y DISPOSION FINAL,Finalizada,Desconocido,Secretari­a de Transporte y Obras Publicas,Sin descripcion,"$ 1.352.230,00",4,parque patricios,PASCO 2114,0,0,3,0,CIH SOLUCIONES AMBIENTALES SRL,0,Licitacion Publica,381-0852-LPU19,Desconocido,0,NO,0,Desconocido
Carceles,CONTRATACION DEL SERVICIO DE RETIRO DE TANQUE Y DISPOSION FINAL,Finalizada,Desconocido,Secretari­a de Transporte y Obras Publicas,Sin descripcion,"$ 1.087.509,00",4,parque patricios,PASCO 2115,0,0,3,0,RESTEC ARGENTINA SA,0,CONTRATACION DIRECTA - CONTRATACION MENOR,381-1718-CME19,Desconocido,0,NO,0,Desconocido
BA Costa,Parque Carrasco,Finalizada,Espacio Publico,Subsecretaria de Proyectos y Obras,"Construccion de un nuevo espacio Publico en el Sector 4 del Distrito Joven, denominado punta Carrasco","$ 948.258.339,40",14,palermo,"AV. COSTANERA RAFAEL OBLIGADO, LA DESEMBOCADURA DEL ARROYO UGARTECHE, LA DESEMBOCADURA DEL ARROYO MALDONADO Y LAS ORILLAS DEL RIO DE LA PLATA",14/3/2023,23/12/2023,8,100,NAKU CONSTRUCCIONES S.R.L.-ALTOTE S.A.-PARQUE CARRASCO-UT,2022,Licitacion Publica,10179-0168-LPU22,30717998681,0,NO,EX-2022-41685758-GCABA-DGPAR,Desconocido
Castro Verde,Castro Verde,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"Realizacion de ampliacion de canteros en la calle Castro, ampliacion de vereda y reduccion de estacionamientos.","$ 179.688.986,84",5,boedo,CASTRO ENTRE AV SAN JUAN Y AV INDEPENDENCIA,22/2/2023,22/8/2023,6,100,Varsovia SA,2022,Licitacion Publica,10179-0126-LPU22,30711399336,0,NO,EX-2022-37027805-GCABA-DGINURB,Desconocido
Cementerios,Gran Panteon de Flores,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Impermeabilizacion cubierta,"$ 371.921.853,00",7,flores,AV. VARELA Y BALBASTO,1/8/2022,31/1/2023,6,85,DEMOLICIONES MITRE,2022,Licitacion Publica,10179-0022-PLU22,Desconocido,0,NO,0,Desconocido
CNNYA,CRC Belgrano - CAD Inchausti,Finalizada,Instalaciones,Subsecretaria de Proyectos y Obras,"Puesta bajo Norma Instalaciones electricas, sanitarias, gas y termomecanicas del Centro de Regimen Cerrado Belgrano y del Edificio CAD INCHAUSTI","$ 154.264.322,90",3,balvanera,AV. BELGRANO 2670/TTE. GRAL. JUAN DOMINGO PERON 2048,1/3/2023,31/10/2023,8,100,INSTALECTRO SA,2022,Licitacion Publica,10179-0129-LPU22,33661628729,0,NO,EX-2022-30212082-GCABA-DGCCYA,Desconocido
CNNYA,Residencias Alfmafuerte - Juana Azurduy - Simon Rodriguez,Finalizada,Instalaciones,Subsecretaria de Proyectos y Obras,"Puesta bajo Norma de las Instalaciones de tres edificios donde se alojan jovenes con libertad restringida, Residencia ""Almafuerte"" Curapaligue 751 (450m2) en Parque Chacabuco, Residencia ""Juana Azurduy"" Zamudio 3051 (250m2) en Agronomia, Residencia ""Simon Rodriguez"" Lavalleja 229 (150m2) en Palermo.","$ 33.500.779,68","7, 15 y 14",p. chacabuco/agronomia/ palermo,CURAPALIGUE 751/ ZAMUDIO 3051/ LAVALLEJA 229,2/5/2023,2/9/2023,4,100,INGENIERIA Y ARQUITECTURA SA,2022,Licitacion Publica,10179-0148-LPU22,30710454961,0,NO,EX-2022-46431734-   -GCABA-DGCCYA,Desconocido
Cultura,Instituto Superior de Arte Teatro Colon,Rescision,Arquitectura,Subsecretaria de Proyectos y Obras,Relocalizacion del Instituto Superior de Arte del Teatro Colon refuncionalizando 3 niveles de los subsuelos de deposito bajo Plaza Vaticano. Incorporacion de Acceso en Planta Baja con nuevo nucleo de ascensores.,"$ 847.844.500,00",1,san nicolas,CERRITO 628,4/1/2023,30/4/2024,13,"6,6",CUNUMI S.A.,2022,Licitacion Publica,10179-0137-LPU22,30615748036,0,NO,EX-2022-41460751-GCABA-DGCCYA / EX-2022-34416147-GCABA-DGINYAR,Desconocido
Cultura,Museo del Humor,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Puesta en valor, rehabilitacion y adecuacion tecnologica de la Casa Altos de Elorriaga II, para instalar el Museo del Humor","$ 270.459.255,27",1,montserrat,ALSINA 417 / 419 / 421 / 423,2/5/2023,2/12/2023,7,0,SES SA,2022,Licitacion Publica,10179-0125-LPU22,30647727545,0,NO,EX-2022-26978091-GCABA-DGCCYA,Desconocido
DGADB,Palacio Ceci,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,"La restauracion de la envolvente exterior (Fachadas y Cubiertas), de sus recintos interiores y la adecuacion tecnologica del conjunto.","$ 564.979.488,52",11,devoto,AV. LINCOLN 4305,2/5/2023,2/5/2024,12,100,HIT CONSTRUCCIONES,2023,Licitacion Publica,Desconocido,30709605158,0,NO,EX-2022-46335965-GCABA-DGINYAR,Desconocido
Gigena,Relocalizacion cañerias impulsion L1 y L2 de AySA en Gigena,En ejecucion,Ingenieria,Secretari­a de Transporte y Obras Publicas,Corrimiento de dos lineas de agua potable de DN 1100 mm,"$ 21.000.000,00",14,palermo,FREYRE ENTRE DORREGO E INFANTA ISABEL,16/1/2023,16/4/2023,3,0,C&E,2022,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Parque de la Innovacion,Edificio PI,Finalizada,Arquitectura,Subsecretaria de Proyectos y Obras,Coworking y laboratorio,"$ 1.209.911.670,00",13,nuñez,CALLE CAMPOS SALLES Y FRENTE A LA PLAZA DEL MUSEO  II,23/1/2023,30/11/2023,10,100,CRIBA S.A.,2022,Licitacion Publica,10179-0115-LPU22,30505454436,0,NO,EX-2022-36084289-   -GCABA-DGCCYA,Desconocido
Parque de la Innovacion,Parque de la Innovacion - Licitacion N3,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"El Parque de la Innovacion sera un polo cienti­fico-tecnologico abierto a estudiantes, cienti­ficos y academicos que busca reflejar una poli­tica integral basada en la innovacion. Estara ubicado en tierras propiedad de la Ciudad, actualmente utilizadas por el Tiro Federal en el barrio de Nuñez.","$ 586.728.156,96",13,nuñez,"UDAONDO, GUILLERMO AV. 1101",2/3/2022,3/3/2023,12,100,SALVATORI PARQUES Y JARDINES S.A.,2021,Licitacion Publica,10179-0040-LPU21,30512700124,0,NO,0,Desconocido
Parque de la Innovacion,Parque de la Innovacion - Licitacion N4,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"El Parque de la Innovacion sera un polo cienti­fico-tecnologico abierto a estudiantes, cienti­ficos y academicos que busca reflejar una poli­tica integral basada en la innovacion. Estara ubicado en tierras propiedad de la Ciudad, actualmente utilizadas por el Tiro Federal en el barrio de Nuñez.","$ 681.754.228,78",13,nuñez,"UDAONDO, GUILLERMO AV. 1101",2/3/2022,3/3/2023,12,100,SALVATORI PARQUES Y JARDINES S.A.,2021,Licitacion Publica,10179-0039-LPU21,30512700124,0,NO,0,Desconocido
Parque de la Innovacion,Parque de la Innovacion- Licitacion N2,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"El Parque de la Innovacion sera un polo cienti­fico-tecnologico abierto a estudiantes, cienti­ficos y academicos que busca reflejar una poli­tica integral basada en la innovacion. Estara ubicado en tierras propiedad de la Ciudad, actualmente utilizadas por el Tiro Federal en el barrio de Nuñez.",$ 510.718.500,13,nuñez,"UDAONDO, GUILLERMO AV. 1101",3/3/2021,3/2/2023,13,100,PELCO S.A.,2020,Licitacion Publica,799/SIGAF-2020,30606063128,0,NO,0,Desconocido
Parque Sarmiento,Pista de Ciclismo,Finalizada,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Puesta en valor del perimetro del Parque sarmiento, construccion de pista de ciclismo en las calles perimetrales del parque y construccion de pista de runners en la vereda existente con una cinta asfaltica continua","$ 374.373.259,00",12,saavedra,AV DR RICARDO BALBIN 4750,1/2/2023,31/7/2023,6,100,PREDIAL CONSTRUCTORA S.A,2023,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Parque Sarmiento,Reservorio,En licitacion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Sin descripcion,0,12,saavedra,AV DR RICARDO BALBIN 4750,A/D,A/D,A/D,0,En licitacion,2023,Licitacion Publica,En licitacion,Desconocido,0,NO,0,Desconocido
Polideportivo Alberdi,Vestuarios Club Nueva Chicago,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Vestuarios para cancha de hockey,"$ 101.276.779,08",9,mataderos,AV. LISANDRO DE LA TORRE 2288,13/6/2022,13/11/2022,5,0,MONGE CONSTRUCCIONES ,2023,Licitacion Publica,10179-0001-LPU23,Desconocido,0,NO,0,Desconocido
Registro Civil,Registro Civil Etapa 1 Instalaciones,En licitacion,Instalaciones,Secretari­a de Transporte y Obras Publicas,Actualizacion y puesta bajo norma de las instalaciones del Registro Civil de URUGUAY AV. 749,"$ 144.288.156,45",1,san nicolas,URUGUAY 749/753/757,14/8/2023,14/4/2024,8,0,En licitacion,2023,Licitacion Publica,10179-0019-LPU23,Desconocido,0,NO,0,Desconocido
SECTOP,Base de Agentes Rio IV Incendio,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Red de incendio,"$ 20.228.000,00",4,barracas,HERRERA Y RIO CUARTO,15/12/2022,30/7/2023,4,90,INDUSTRIAS MAS,2022,Licitacion Publica,7323-1092-LPU22,30707041990,0,NO,0,Desconocido
SECTOP,Base de Agentes Rio IV Modulos Oficinas,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Provision y montaje Modulos de oficinas y sanitarios,"$ 15.708.958,34",4,barracas,HERRERA Y RIO CUARTO,23/1/2023,30/7/2023,3,99,ECOSAN SA,2022,Licitacion Publica,7323-1677-LPU22,30707696849,0,NO,0,Desconocido
Teatro San Marti­n,"CUERPOS A, B Y C REMODELACION INTEGRAL DESDE CUARTO SUBSUELO HASTA EL DECIMO PISOINTERVENCION: REMODELACION INTEGRAL DE LAS OFICINAS DEL CUARTO AL DECIMO, CUERPO A",Finalizada,Desconocido,Secretari­a de Transporte y Obras Publicas,Sin descripcion,"$ 69.894.030,00",1,san nicolas,AV CORRIENTES 1530,27/3/2017,23/9/2017,6,100,RIVA SA,2005,Licitacion Publica,954/2005,Desconocido,0,NO,EE-2016-25227570-DGIGUB,Desconocido
MTB,MTB Alberdi Directorio Entorno,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,Ejecutar un nuevo metrobus en la Ciudad desde Av.Nazca hasta Av.Briux,159.799.978,7 y 9,"flores, floresta",AV.NAZCA Y AV.ALBERDI,1/12/2022,30/6/2023,7,100,Ricavial SA,2022,Licitacion Publica,2022-01-0009,30680314337,0,NO,0,Desconocido
MTB,MTB Alberdi Directorio Paradores,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,Ejecutar un nuevo metrobus en la Ciudad desde Av.Nazca hasta Av.Briux,"$ 930.843.052,00",7 y 9,"flores, floresta",AV.NAZCA Y AV.ALBERDI,1/2/2023,30/8/2023,6,75,VIALMANI S.A.,2022,Licitacion Publica,2022-01-0016,30574066537,0,NO,0,Desconocido
Bajo Autopista,Skatepark Villa Luro,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,Puesta en valor del bajo autopista Perito Moreno,"$ 488.172.569,00",10,villa luro,AV.RIVADAVIA 9350,1/4/2023,30/8/2023,5,75,ANTARES OBRAS Y SERVICIOS S.A.,2022,Licitacion Publica,2022-01-0015,30588121166,0,NO,0,Desconocido
Muñiz,Guardia,Finalizada,Salud,Ministerio de Salud,Separacion funcional que independiza la guardia de adultos de la pediatrica con salas de esperas diferenciadas.,"$ 60.124.000,00",4,parque patricios,USPALLATA 2272,15/3/2023,28/9/2023,6,100,Indaltec S.A.,2022,Adicional de Mantenimiento,2023-2162-MSGC,30650988600,0,NO,0,Desconocido
Rivadavia,Internacion de Salud Mental 10 camas,Finalizada,Salud,Ministerio de Salud,Remodelacion de un sector del pabellon El Arca para el funcionamiento de una unidad de internacion de Salud Mental.,"$ 35.352.127,72",2,recoleta,AV. LAS HERAS 2670,1/12/2022,1/4/2023,5,100,Desconocido,2021,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Hospital Tornu,Internacion de Salud Mental 10 camas,Finalizada,Salud,Ministerio de Salud,la obra consistio en la readecuacion de un sector en PB para la incorporacion de una internacion de Salud Mental.,"$ 22.869.000,00",15,villa ortuzar,COMBATIENTES DE MALVINAS 3002,5/6/2023,10/1/2024,8,100,SES S.A.,2022,Licitacion Publica,RS-2023-19080645- -SSASS,30647727545,0,NO,0,Desconocido
Durand,Internacion de Salud Mental 10 camas,Finalizada,Salud,Ministerio de Salud,Readecuacion del sector ubicado en el Ala Norte del Cuarto Piso del Pabellon Romano para la incorporacion de un area de Salas de Internacion para pacientes de sexo femenino.,"$ 24.298.000,00",6,caballito,DIAZ VELEZ 5044,1/3/2023,13/9/2023,8,100,KION S.A.I.C.,2022,Licitacion Publica,RESOL-2023-151-GCABA-SSASS,33522512279,0,NO,0,Desconocido
Piñero,Consulta Externa,En ejecucion,Salud,Ministerio de Salud,Nuevo Edificio para consultorios Externos.,"$ 400.000.000,00",4,parque patricios,USPALLATA 2272,3/7/2023,24/9/2024,18,30,DYSCON S.A.,2022,Licitacion Publica,RESOL-2023-308-GCABA-SSASS,30709502480,0,NO,0,Desconocido
Fernandez ,Toxicologia,Finalizada,Salud,Ministerio de Salud,Reacondicionamiento y remodelacion del ala del 2° piso para disponer de un nuevo Servicio de Toxicologia con la dotacion de 10 camas para internados.,"$ 81.400.000,00",14,palermo,CERVIÑO AV. 3356,24/4/2023,20/10/2023,7,100,CUNUMI S.A.,2022,Licitacion Publica,RESOL-2023-158-GCABA-SSASS,30615748036,0,NO,0,Desconocido
Hospital Tornu,CENTRO REGIONAL HEMOTERAPIA,En ejecucion,Salud,Ministerio de Salud,Nuevo Centro Regional de Hemoterapia,"$ 1.745.161.300,00",18,villa ortuzar,COMBATIENTES DE MALVINAS 3002,17/7/2023,30/1/2025,18,19.11,CUNUMI S.A.,2022,Licitacion Publica,RESOL-2023-342-GCABA-SSASS,30615748036,0,NO,0,Desconocido
